orderid,orderdate,delta
10936,1998-03-09 00:00:00.0,0
10936,1998-03-09 00:00:00.0,0
10936,1998-03-09 00:00:00.0,0
10937,1998-03-10 00:00:00.0,0
10937,1998-03-10 00:00:00.0,0
10937,1998-03-10 00:00:00.0,0
10938,1998-03-10 00:00:00.0,0
10938,1998-03-10 00:00:00.0,0
10938,1998-03-10 00:00:00.0,0
10938,1998-03-10 00:00:00.0,0
10939,1998-03-10 00:00:00.0,0
10939,1998-03-10 00:00:00.0,0
10939,1998-03-10 00:00:00.0,0
10939,1998-03-10 00:00:00.0,0
10940,1998-03-11 00:00:00.0,0
10940,1998-03-11 00:00:00.0,0
10940,1998-03-11 00:00:00.0,0
10941,1998-03-11 00:00:00.0,0
10941,1998-03-11 00:00:00.0,0
10941,1998-03-11 00:00:00.0,0
10941,1998-03-11 00:00:00.0,0
10942,1998-03-11 00:00:00.0,0
10942,1998-03-11 00:00:00.0,0
10942,1998-03-11 00:00:00.0,0
10942,1998-03-11 00:00:00.0,0
10943,1998-03-11 00:00:00.0,0
10943,1998-03-11 00:00:00.0,0
10943,1998-03-11 00:00:00.0,0
10943,1998-03-11 00:00:00.0,0
10944,1998-03-12 00:00:00.0,0
10944,1998-03-12 00:00:00.0,0
10944,1998-03-12 00:00:00.0,0
10945,1998-03-12 00:00:00.0,0
10945,1998-03-12 00:00:00.0,0
10945,1998-03-12 00:00:00.0,0
10945,1998-03-12 00:00:00.0,0
10946,1998-03-12 00:00:00.0,0
10946,1998-03-12 00:00:00.0,0
10946,1998-03-12 00:00:00.0,0
10946,1998-03-12 00:00:00.0,0
10947,1998-03-13 00:00:00.0,0
10947,1998-03-13 00:00:00.0,0
10947,1998-03-13 00:00:00.0,0
10948,1998-03-13 00:00:00.0,0
10948,1998-03-13 00:00:00.0,0
10948,1998-03-13 00:00:00.0,0
10948,1998-03-13 00:00:00.0,0
10949,1998-03-13 00:00:00.0,0
10949,1998-03-13 00:00:00.0,0
10949,1998-03-13 00:00:00.0,0
10949,1998-03-13 00:00:00.0,0
10950,1998-03-16 00:00:00.0,0
10950,1998-03-16 00:00:00.0,0
10950,1998-03-16 00:00:00.0,0
10951,1998-03-16 00:00:00.0,0
10951,1998-03-16 00:00:00.0,0
10951,1998-03-16 00:00:00.0,0
10951,1998-03-16 00:00:00.0,0
10952,1998-03-16 00:00:00.0,0
10952,1998-03-16 00:00:00.0,0
10952,1998-03-16 00:00:00.0,0
10952,1998-03-16 00:00:00.0,0
10953,1998-03-16 00:00:00.0,0
10953,1998-03-16 00:00:00.0,0
10953,1998-03-16 00:00:00.0,0
10953,1998-03-16 00:00:00.0,0
10954,1998-03-17 00:00:00.0,0
10954,1998-03-17 00:00:00.0,0
10954,1998-03-17 00:00:00.0,0
10955,1998-03-17 00:00:00.0,0
10955,1998-03-17 00:00:00.0,0
10955,1998-03-17 00:00:00.0,0
10955,1998-03-17 00:00:00.0,0
10956,1998-03-17 00:00:00.0,0
10956,1998-03-17 00:00:00.0,0
10956,1998-03-17 00:00:00.0,0
10956,1998-03-17 00:00:00.0,0
10957,1998-03-18 00:00:00.0,0
10957,1998-03-18 00:00:00.0,0
10957,1998-03-18 00:00:00.0,0
10958,1998-03-18 00:00:00.0,0
10958,1998-03-18 00:00:00.0,0
10958,1998-03-18 00:00:00.0,0
10958,1998-03-18 00:00:00.0,0
10959,1998-03-18 00:00:00.0,0
10959,1998-03-18 00:00:00.0,0
10959,1998-03-18 00:00:00.0,0
10959,1998-03-18 00:00:00.0,0
10960,1998-03-19 00:00:00.0,0
10960,1998-03-19 00:00:00.0,0
10960,1998-03-19 00:00:00.0,0
10961,1998-03-19 00:00:00.0,0
10961,1998-03-19 00:00:00.0,0
10961,1998-03-19 00:00:00.0,0
10961,1998-03-19 00:00:00.0,0
10962,1998-03-19 00:00:00.0,0
10962,1998-03-19 00:00:00.0,0
10962,1998-03-19 00:00:00.0,0
10962,1998-03-19 00:00:00.0,0
10963,1998-03-19 00:00:00.0,0
10963,1998-03-19 00:00:00.0,0
10963,1998-03-19 00:00:00.0,0
10963,1998-03-19 00:00:00.0,0
10964,1998-03-20 00:00:00.0,0
10964,1998-03-20 00:00:00.0,0
10964,1998-03-20 00:00:00.0,0
10965,1998-03-20 00:00:00.0,0
10965,1998-03-20 00:00:00.0,0
10965,1998-03-20 00:00:00.0,0
10965,1998-03-20 00:00:00.0,0
10966,1998-03-20 00:00:00.0,0
10966,1998-03-20 00:00:00.0,0
10966,1998-03-20 00:00:00.0,0
10966,1998-03-20 00:00:00.0,0
10967,1998-03-23 00:00:00.0,0
10967,1998-03-23 00:00:00.0,0
10967,1998-03-23 00:00:00.0,0
10968,1998-03-23 00:00:00.0,0
10968,1998-03-23 00:00:00.0,0
10968,1998-03-23 00:00:00.0,0
10968,1998-03-23 00:00:00.0,0
10969,1998-03-23 00:00:00.0,0
10969,1998-03-23 00:00:00.0,0
10969,1998-03-23 00:00:00.0,0
10969,1998-03-23 00:00:00.0,0
10970,1998-03-24 00:00:00.0,0
10970,1998-03-24 00:00:00.0,0
10970,1998-03-24 00:00:00.0,0
10971,1998-03-24 00:00:00.0,0
10971,1998-03-24 00:00:00.0,0
10971,1998-03-24 00:00:00.0,0
10971,1998-03-24 00:00:00.0,0
10972,1998-03-24 00:00:00.0,0
10972,1998-03-24 00:00:00.0,0
10972,1998-03-24 00:00:00.0,0
10972,1998-03-24 00:00:00.0,0
10973,1998-03-24 00:00:00.0,0
10973,1998-03-24 00:00:00.0,0
10973,1998-03-24 00:00:00.0,0
10973,1998-03-24 00:00:00.0,0
10974,1998-03-25 00:00:00.0,0
10974,1998-03-25 00:00:00.0,0
10974,1998-03-25 00:00:00.0,0
10975,1998-03-25 00:00:00.0,0
10975,1998-03-25 00:00:00.0,0
10975,1998-03-25 00:00:00.0,0
10975,1998-03-25 00:00:00.0,0
10976,1998-03-25 00:00:00.0,0
10976,1998-03-25 00:00:00.0,0
10976,1998-03-25 00:00:00.0,0
10976,1998-03-25 00:00:00.0,0
10977,1998-03-26 00:00:00.0,0
10977,1998-03-26 00:00:00.0,0
10977,1998-03-26 00:00:00.0,0
10978,1998-03-26 00:00:00.0,0
10978,1998-03-26 00:00:00.0,0
10978,1998-03-26 00:00:00.0,0
10978,1998-03-26 00:00:00.0,0
10979,1998-03-26 00:00:00.0,0
10979,1998-03-26 00:00:00.0,0
10979,1998-03-26 00:00:00.0,0
10979,1998-03-26 00:00:00.0,0
10980,1998-03-27 00:00:00.0,0
10980,1998-03-27 00:00:00.0,0
10980,1998-03-27 00:00:00.0,0
10981,1998-03-27 00:00:00.0,0
10981,1998-03-27 00:00:00.0,0
10981,1998-03-27 00:00:00.0,0
10981,1998-03-27 00:00:00.0,0
10982,1998-03-27 00:00:00.0,0
10982,1998-03-27 00:00:00.0,0
10982,1998-03-27 00:00:00.0,0
10982,1998-03-27 00:00:00.0,0
10983,1998-03-27 00:00:00.0,0
10983,1998-03-27 00:00:00.0,0
10983,1998-03-27 00:00:00.0,0
10983,1998-03-27 00:00:00.0,0
10984,1998-03-30 00:00:00.0,0
10984,1998-03-30 00:00:00.0,0
10984,1998-03-30 00:00:00.0,0
10985,1998-03-30 00:00:00.0,0
10985,1998-03-30 00:00:00.0,0
10985,1998-03-30 00:00:00.0,0
10985,1998-03-30 00:00:00.0,0
10986,1998-03-30 00:00:00.0,0
10986,1998-03-30 00:00:00.0,0
10986,1998-03-30 00:00:00.0,0
10986,1998-03-30 00:00:00.0,0
10987,1998-03-31 00:00:00.0,0
10987,1998-03-31 00:00:00.0,0
10987,1998-03-31 00:00:00.0,0
10988,1998-03-31 00:00:00.0,0
10988,1998-03-31 00:00:00.0,0
10988,1998-03-31 00:00:00.0,0
10988,1998-03-31 00:00:00.0,0
10989,1998-03-31 00:00:00.0,0
10989,1998-03-31 00:00:00.0,0
10989,1998-03-31 00:00:00.0,0
10989,1998-03-31 00:00:00.0,0
10990,1998-04-01 00:00:00.0,0
10990,1998-04-01 00:00:00.0,0
10990,1998-04-01 00:00:00.0,0
10991,1998-04-01 00:00:00.0,0
10991,1998-04-01 00:00:00.0,0
10991,1998-04-01 00:00:00.0,0
10991,1998-04-01 00:00:00.0,0
10992,1998-04-01 00:00:00.0,0
10992,1998-04-01 00:00:00.0,0
10992,1998-04-01 00:00:00.0,0
10992,1998-04-01 00:00:00.0,0
10993,1998-04-01 00:00:00.0,0
10993,1998-04-01 00:00:00.0,0
10993,1998-04-01 00:00:00.0,0
10993,1998-04-01 00:00:00.0,0
10994,1998-04-02 00:00:00.0,0
10994,1998-04-02 00:00:00.0,0
10994,1998-04-02 00:00:00.0,0
10995,1998-04-02 00:00:00.0,0
10995,1998-04-02 00:00:00.0,0
10995,1998-04-02 00:00:00.0,0
10995,1998-04-02 00:00:00.0,0
10996,1998-04-02 00:00:00.0,0
10996,1998-04-02 00:00:00.0,0
10996,1998-04-02 00:00:00.0,0
10996,1998-04-02 00:00:00.0,0
10997,1998-04-03 00:00:00.0,0
10997,1998-04-03 00:00:00.0,0
10997,1998-04-03 00:00:00.0,0
10998,1998-04-03 00:00:00.0,0
10998,1998-04-03 00:00:00.0,0
10998,1998-04-03 00:00:00.0,0
10998,1998-04-03 00:00:00.0,0
10999,1998-04-03 00:00:00.0,0
10999,1998-04-03 00:00:00.0,0
10999,1998-04-03 00:00:00.0,0
10999,1998-04-03 00:00:00.0,0
11000,1998-04-06 00:00:00.0,0
11000,1998-04-06 00:00:00.0,0
11000,1998-04-06 00:00:00.0,0
11001,1998-04-06 00:00:00.0,0
11001,1998-04-06 00:00:00.0,0
11001,1998-04-06 00:00:00.0,0
11001,1998-04-06 00:00:00.0,0
11002,1998-04-06 00:00:00.0,0
11002,1998-04-06 00:00:00.0,0
11002,1998-04-06 00:00:00.0,0
11002,1998-04-06 00:00:00.0,0
11003,1998-04-06 00:00:00.0,0
11003,1998-04-06 00:00:00.0,0
11003,1998-04-06 00:00:00.0,0
11003,1998-04-06 00:00:00.0,0
11004,1998-04-07 00:00:00.0,0
11004,1998-04-07 00:00:00.0,0
11004,1998-04-07 00:00:00.0,0
11005,1998-04-07 00:00:00.0,0
11005,1998-04-07 00:00:00.0,0
11005,1998-04-07 00:00:00.0,0
11005,1998-04-07 00:00:00.0,0
11006,1998-04-07 00:00:00.0,0
11006,1998-04-07 00:00:00.0,0
11006,1998-04-07 00:00:00.0,0
11006,1998-04-07 00:00:00.0,0
11007,1998-04-08 00:00:00.0,0
11007,1998-04-08 00:00:00.0,0
11007,1998-04-08 00:00:00.0,0
11008,1998-04-08 00:00:00.0,0
11008,1998-04-08 00:00:00.0,0
11008,1998-04-08 00:00:00.0,0
11008,1998-04-08 00:00:00.0,0
11009,1998-04-08 00:00:00.0,0
11009,1998-04-08 00:00:00.0,0
11009,1998-04-08 00:00:00.0,0
11009,1998-04-08 00:00:00.0,0
11010,1998-04-09 00:00:00.0,0
11010,1998-04-09 00:00:00.0,0
11010,1998-04-09 00:00:00.0,0
11011,1998-04-09 00:00:00.0,0
11011,1998-04-09 00:00:00.0,0
11011,1998-04-09 00:00:00.0,0
11011,1998-04-09 00:00:00.0,0
11012,1998-04-09 00:00:00.0,0
11012,1998-04-09 00:00:00.0,0
11012,1998-04-09 00:00:00.0,0
11012,1998-04-09 00:00:00.0,0
11013,1998-04-09 00:00:00.0,0
11013,1998-04-09 00:00:00.0,0
11013,1998-04-09 00:00:00.0,0
11013,1998-04-09 00:00:00.0,0
11014,1998-04-10 00:00:00.0,0
11014,1998-04-10 00:00:00.0,0
11014,1998-04-10 00:00:00.0,0
11015,1998-04-10 00:00:00.0,0
11015,1998-04-10 00:00:00.0,0
11015,1998-04-10 00:00:00.0,0
11015,1998-04-10 00:00:00.0,0
11016,1998-04-10 00:00:00.0,0
11016,1998-04-10 00:00:00.0,0
11016,1998-04-10 00:00:00.0,0
11016,1998-04-10 00:00:00.0,0
11017,1998-04-13 00:00:00.0,0
11017,1998-04-13 00:00:00.0,0
11017,1998-04-13 00:00:00.0,0
11018,1998-04-13 00:00:00.0,0
11018,1998-04-13 00:00:00.0,0
11018,1998-04-13 00:00:00.0,0
11018,1998-04-13 00:00:00.0,0
11019,1998-04-13 00:00:00.0,0
11019,1998-04-13 00:00:00.0,0
11019,1998-04-13 00:00:00.0,0
11019,1998-04-13 00:00:00.0,0
11020,1998-04-14 00:00:00.0,0
11020,1998-04-14 00:00:00.0,0
11020,1998-04-14 00:00:00.0,0
11021,1998-04-14 00:00:00.0,0
11021,1998-04-14 00:00:00.0,0
11021,1998-04-14 00:00:00.0,0
11021,1998-04-14 00:00:00.0,0
11022,1998-04-14 00:00:00.0,0
11022,1998-04-14 00:00:00.0,0
11022,1998-04-14 00:00:00.0,0
11022,1998-04-14 00:00:00.0,0
11023,1998-04-14 00:00:00.0,0
11023,1998-04-14 00:00:00.0,0
11023,1998-04-14 00:00:00.0,0
11023,1998-04-14 00:00:00.0,0
11024,1998-04-15 00:00:00.0,0
11024,1998-04-15 00:00:00.0,0
11024,1998-04-15 00:00:00.0,0
11025,1998-04-15 00:00:00.0,0
11025,1998-04-15 00:00:00.0,0
11025,1998-04-15 00:00:00.0,0
11025,1998-04-15 00:00:00.0,0
11026,1998-04-15 00:00:00.0,0
11026,1998-04-15 00:00:00.0,0
11026,1998-04-15 00:00:00.0,0
11026,1998-04-15 00:00:00.0,0
11027,1998-04-16 00:00:00.0,0
11027,1998-04-16 00:00:00.0,0
11027,1998-04-16 00:00:00.0,0
11028,1998-04-16 00:00:00.0,0
11028,1998-04-16 00:00:00.0,0
11028,1998-04-16 00:00:00.0,0
11028,1998-04-16 00:00:00.0,0
11029,1998-04-16 00:00:00.0,0
11029,1998-04-16 00:00:00.0,0
11029,1998-04-16 00:00:00.0,0
11029,1998-04-16 00:00:00.0,0
11030,1998-04-17 00:00:00.0,0
11030,1998-04-17 00:00:00.0,0
11030,1998-04-17 00:00:00.0,0
11031,1998-04-17 00:00:00.0,0
11031,1998-04-17 00:00:00.0,0
11031,1998-04-17 00:00:00.0,0
11031,1998-04-17 00:00:00.0,0
11032,1998-04-17 00:00:00.0,0
11032,1998-04-17 00:00:00.0,0
11032,1998-04-17 00:00:00.0,0
11032,1998-04-17 00:00:00.0,0
11033,1998-04-17 00:00:00.0,0
11033,1998-04-17 00:00:00.0,0
11033,1998-04-17 00:00:00.0,0
11033,1998-04-17 00:00:00.0,0
11034,1998-04-20 00:00:00.0,0
11034,1998-04-20 00:00:00.0,0
11034,1998-04-20 00:00:00.0,0
11035,1998-04-20 00:00:00.0,0
11035,1998-04-20 00:00:00.0,0
11035,1998-04-20 00:00:00.0,0
11035,1998-04-20 00:00:00.0,0
11036,1998-04-20 00:00:00.0,0
11036,1998-04-20 00:00:00.0,0
11036,1998-04-20 00:00:00.0,0
11036,1998-04-20 00:00:00.0,0
11037,1998-04-21 00:00:00.0,0
11037,1998-04-21 00:00:00.0,0
11037,1998-04-21 00:00:00.0,0
11038,1998-04-21 00:00:00.0,0
11038,1998-04-21 00:00:00.0,0
11038,1998-04-21 00:00:00.0,0
11038,1998-04-21 00:00:00.0,0
11039,1998-04-21 00:00:00.0,0
11039,1998-04-21 00:00:00.0,0
11039,1998-04-21 00:00:00.0,0
11039,1998-04-21 00:00:00.0,0
11040,1998-04-22 00:00:00.0,0
11040,1998-04-22 00:00:00.0,0
11040,1998-04-22 00:00:00.0,0
11041,1998-04-22 00:00:00.0,0
11041,1998-04-22 00:00:00.0,0
11041,1998-04-22 00:00:00.0,0
11041,1998-04-22 00:00:00.0,0
11042,1998-04-22 00:00:00.0,0
11042,1998-04-22 00:00:00.0,0
11042,1998-04-22 00:00:00.0,0
11042,1998-04-22 00:00:00.0,0
11043,1998-04-22 00:00:00.0,0
11043,1998-04-22 00:00:00.0,0
11043,1998-04-22 00:00:00.0,0
11043,1998-04-22 00:00:00.0,0
11044,1998-04-23 00:00:00.0,0
11044,1998-04-23 00:00:00.0,0
11044,1998-04-23 00:00:00.0,0
11045,1998-04-23 00:00:00.0,0
11045,1998-04-23 00:00:00.0,0
11045,1998-04-23 00:00:00.0,0
11045,1998-04-23 00:00:00.0,0
11046,1998-04-23 00:00:00.0,0
11046,1998-04-23 00:00:00.0,0
11046,1998-04-23 00:00:00.0,0
11046,1998-04-23 00:00:00.0,0
11047,1998-04-24 00:00:00.0,0
11047,1998-04-24 00:00:00.0,0
11047,1998-04-24 00:00:00.0,0
11048,1998-04-24 00:00:00.0,0
11048,1998-04-24 00:00:00.0,0
11048,1998-04-24 00:00:00.0,0
11048,1998-04-24 00:00:00.0,0
11049,1998-04-24 00:00:00.0,0
11049,1998-04-24 00:00:00.0,0
11049,1998-04-24 00:00:00.0,0
11049,1998-04-24 00:00:00.0,0
11050,1998-04-27 00:00:00.0,0
11050,1998-04-27 00:00:00.0,0
11050,1998-04-27 00:00:00.0,0
11051,1998-04-27 00:00:00.0,0
11051,1998-04-27 00:00:00.0,0
11051,1998-04-27 00:00:00.0,0
11051,1998-04-27 00:00:00.0,0
11052,1998-04-27 00:00:00.0,0
11052,1998-04-27 00:00:00.0,0
11052,1998-04-27 00:00:00.0,0
11052,1998-04-27 00:00:00.0,0
11053,1998-04-27 00:00:00.0,0
11053,1998-04-27 00:00:00.0,0
11053,1998-04-27 00:00:00.0,0
11053,1998-04-27 00:00:00.0,0
11054,1998-04-28 00:00:00.0,0
11054,1998-04-28 00:00:00.0,0
11054,1998-04-28 00:00:00.0,0
11055,1998-04-28 00:00:00.0,0
11055,1998-04-28 00:00:00.0,0
11055,1998-04-28 00:00:00.0,0
11055,1998-04-28 00:00:00.0,0
11056,1998-04-28 00:00:00.0,0
11056,1998-04-28 00:00:00.0,0
11056,1998-04-28 00:00:00.0,0
11056,1998-04-28 00:00:00.0,0
11057,1998-04-29 00:00:00.0,0
11057,1998-04-29 00:00:00.0,0
11057,1998-04-29 00:00:00.0,0
11058,1998-04-29 00:00:00.0,0
11058,1998-04-29 00:00:00.0,0
11058,1998-04-29 00:00:00.0,0
11058,1998-04-29 00:00:00.0,0
11059,1998-04-29 00:00:00.0,0
11059,1998-04-29 00:00:00.0,0
11059,1998-04-29 00:00:00.0,0
11059,1998-04-29 00:00:00.0,0
11060,1998-04-30 00:00:00.0,0
11060,1998-04-30 00:00:00.0,0
11060,1998-04-30 00:00:00.0,0
11061,1998-04-30 00:00:00.0,0
11061,1998-04-30 00:00:00.0,0
11061,1998-04-30 00:00:00.0,0
11061,1998-04-30 00:00:00.0,0
11062,1998-04-30 00:00:00.0,0
11062,1998-04-30 00:00:00.0,0
11062,1998-04-30 00:00:00.0,0
11062,1998-04-30 00:00:00.0,0
11063,1998-04-30 00:00:00.0,0
11063,1998-04-30 00:00:00.0,0
11063,1998-04-30 00:00:00.0,0
11063,1998-04-30 00:00:00.0,0
11064,1998-05-01 00:00:00.0,0
11064,1998-05-01 00:00:00.0,0
11064,1998-05-01 00:00:00.0,0
11065,1998-05-01 00:00:00.0,0
11065,1998-05-01 00:00:00.0,0
11065,1998-05-01 00:00:00.0,0
11065,1998-05-01 00:00:00.0,0
11066,1998-05-01 00:00:00.0,0
11066,1998-05-01 00:00:00.0,0
11066,1998-05-01 00:00:00.0,0
11066,1998-05-01 00:00:00.0,0
11067,1998-05-04 00:00:00.0,0
11067,1998-05-04 00:00:00.0,0
11067,1998-05-04 00:00:00.0,0
11068,1998-05-04 00:00:00.0,0
11068,1998-05-04 00:00:00.0,0
11068,1998-05-04 00:00:00.0,0
11068,1998-05-04 00:00:00.0,0
11069,1998-05-04 00:00:00.0,0
11069,1998-05-04 00:00:00.0,0
11069,1998-05-04 00:00:00.0,0
11069,1998-05-04 00:00:00.0,0
11070,1998-05-05 00:00:00.0,0
11070,1998-05-05 00:00:00.0,0
11070,1998-05-05 00:00:00.0,0
11071,1998-05-05 00:00:00.0,0
11071,1998-05-05 00:00:00.0,0
11071,1998-05-05 00:00:00.0,0
11071,1998-05-05 00:00:00.0,0
11072,1998-05-05 00:00:00.0,0
11072,1998-05-05 00:00:00.0,0
11072,1998-05-05 00:00:00.0,0
11072,1998-05-05 00:00:00.0,0
11073,1998-05-05 00:00:00.0,0
11073,1998-05-05 00:00:00.0,0
11073,1998-05-05 00:00:00.0,0
11073,1998-05-05 00:00:00.0,0
11074,1998-05-06 00:00:00.0,0
11074,1998-05-06 00:00:00.0,0
11074,1998-05-06 00:00:00.0,0
11075,1998-05-06 00:00:00.0,0
11075,1998-05-06 00:00:00.0,0
11075,1998-05-06 00:00:00.0,0
11075,1998-05-06 00:00:00.0,0
11076,1998-05-06 00:00:00.0,0
11076,1998-05-06 00:00:00.0,0
11076,1998-05-06 00:00:00.0,0
11076,1998-05-06 00:00:00.0,0
11077,1998-05-06 00:00:00.0,0
11077,1998-05-06 00:00:00.0,0
11077,1998-05-06 00:00:00.0,0
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
10248,1996-07-04 00:00:00.0,NULL
